13_80	15.4405	-2.19545	2
12_436	8.52889	-0.237527	2
13_832	5.61102	-0.235162	2
13_39	3.69533	0.0973889	2
13_849	12.8441	-1.64821	2
13_199	12.7898	-1.61188	2
12_51	8.63048	-0.191651	2
13_459	8.09855	-0.695869	2
11_152	9.32475	0.378272	2
13_1182	16.2323	-2.20444	2
12_167	5.25444	0.2657	2
11_162	6.85266	0.589646	2
13_489	4.90514	-0.153525	2
12_477	12.0808	-0.720716	2
12_292	5.18842	0.283786	2
13_1060	10.8197	-1.30508	2
13_295	3.85575	0.0341768	2
11_87	3.67731	0.792155	2
13_1171	8.68014	-0.901922	2
13_1043	13.0561	-1.63728	2
13_446	14.8599	-1.91843	2
12_379	8.72459	-0.243301	2
11_100	5.3883	0.67155	2
12_330	8.68358	-0.2402	2
13_109	4.71774	-0.0852138	2
13_214	8.84908	-0.8662	2
9_32	21.0709	3.01302	2
12_30	4.82084	0.359854	2
12_76	4.54195	0.28325	2
12_163	9.76632	-0.331852	2
13_607	13.2395	-1.67813	2
12_37	3.18326	0.463422	2
12_432	11.0536	-0.503878	2
13_870	6.6314	-0.525881	2
10_89	34.4619	1.12893	2
11_95	11.9415	0.279482	2
13_395	11.5646	-1.4023	2
12_425	13.1129	-0.826261	2
13_836	12.0414	-1.4536	2
11_17	6.25565	0.718505	2
13_333	7.49354	-0.6181	2
13_24	3.51349	0.151778	2
13_374	9.34634	-0.917017	2
13_1005	15.6014	-2.03938	2
13_762	9.66845	-1.01824	2
13_1295	39.6579	-6.31889	2
12_509	12.0603	-0.727211	2
13_680	8.76106	-0.861753	2
11_219	22.0505	-0.469869	2
12_68	6.7848	-0.0265123	2
10_39	12.3789	1.32238	2
13_620	4.92393	-0.156517	2
13_880	11.7476	-1.31137	2
13_713	7.5684	-0.636895	2
13_130	2.65116	0.258549	2
12_279	13.4469	-0.872815	2
12_496	18.6996	-1.55624	2
13_523	8.02377	-0.679314	2
13_1021	6.68943	-0.551932	2
13_946	7.57265	-0.6438	2
12_87	7.76073	-0.132346	2
10_53	12.4212	1.31277	2
12_332	11.4778	-0.686471	2
13_786	13.1121	-1.64313	2
12_309	8.77803	-0.238014	2
12_336	6.68953	0.0603327	2
10_9	11.2514	1.28037	2
10_50	25.8055	1.05914	2
13_539	9.93922	-1.00122	2
13_71	7.16457	-0.517751	2
13_13	2.77134	0.23153	2
13_505	6.81872	-0.539166	2
13_76	7.42308	-0.592749	2
12_334	14.3842	-0.963374	2
13_160	5.21622	-0.12419	2
13_511	7.47403	-0.625439	2
13_1270	13.1736	-1.67703	2
13_283	7.5108	-0.620762	2
12_451	24.9174	-2.41044	2
